 26.55  25.06   1.08   1.01   0.98
 43.01  28.67   1.42   1.29   0.10
 31.08  11.35   1.18   1.14   0.12
  7.30   5.24   1.19   1.36   0.54
 15.19   9.80   1.19   1.25   0.91
 39.47  27.90   1.37   1.15   0.20
 30.83  15.52   1.40   1.23   0.00
 46.04  44.24   1.19   1.27   0.07
 21.94  12.86   1.45   1.11   0.72
 38.06  18.02   1.17   1.17   0.10
 28.58   5.46   1.27   1.08   0.20
 17.08  13.26   1.47   1.42   0.52
 41.20  38.86   1.16   1.20   0.66
 43.67  35.00   1.05   1.22   0.62
 37.32  21.65   1.44   1.25   0.21
 38.52   5.33   1.16   1.09   0.95
 32.08  23.93   1.06   1.05   0.43
 16.32  12.40   1.17   1.29   0.60
 42.61   9.16   1.46   1.32   0.15
 29.47  27.08   1.06   1.45   0.21
 23.26  22.99   1.03   1.26   0.62
 48.29  15.41   1.45   1.44   0.24
 27.36   9.71   1.38   1.10   0.73
 18.77  10.38   1.22   1.40   0.18
 35.40  29.94   1.47   1.21   0.18
 45.60  23.72   1.35   1.18   0.96
 37.02  12.95   1.28   1.41   0.14
 21.19   8.32   1.47   1.23   0.38
 48.28  31.92   1.49   1.31   0.97
 44.57  36.14   1.05   1.33   0.75
 24.38   8.97   1.34   1.46   0.95
 47.25  12.48   1.30   1.03   0.31
 21.57  17.91   1.45   1.31   0.60
 40.00  19.58   1.39   1.08   0.10
 44.58  22.30   1.31   1.01   0.05
 27.42  18.38   1.42   1.17   0.73
 49.40  47.03   1.10   1.43   0.41
 45.68  12.91   1.36   1.31   0.23
 48.65   8.40   1.42   1.43   0.88
 17.82   7.84   1.03   1.49   0.63
 49.97  15.44   1.35   1.20   0.21
 17.54  15.13   1.40   1.10   0.46
 27.14  22.20   1.12   1.16   0.22
 45.49  26.69   1.28   1.48   0.84
  9.09   5.11   1.21   1.03   0.26
 48.14  14.43   1.13   1.13   0.33
 33.73  16.21   1.40   1.24   0.21
 42.88  14.17   1.39   1.23   0.06
 26.15   8.17   1.08   1.30   0.11
 17.19   6.29   1.31   1.50   0.61
 42.43  20.47   1.20   1.13   0.59
 13.98  13.00   1.13   1.24   0.72
 34.60  33.01   1.48   1.10   0.95
 35.55  23.82   1.25   1.15   0.51
 30.86  21.32   1.08   1.35   0.57
 33.59  14.96   1.30   1.17   0.66
 23.58  15.93   1.20   1.30   0.89
 39.09   6.83   1.30   1.11   0.66
 46.27  34.11   1.13   1.04   0.94
 41.05  38.83   1.18   1.10   0.31
 15.55  12.95   1.21   1.16   0.13
 40.65  34.75   1.23   1.49   0.49
 22.14  12.52   1.23   1.08   0.55
 44.55  30.19   1.15   1.47   0.43
 38.87  12.03   1.26   1.19   0.95
 48.27  13.93   1.06   1.28   0.32
 44.81  17.35   1.02   1.29   0.22
 43.92  33.58   1.10   1.38   0.51
 30.87  28.47   1.47   1.50   0.77
 39.62  12.19   1.14   1.48   0.76
 27.72  17.33   1.33   1.28   0.43
 43.95  19.94   1.17   1.31   0.22
 18.75  14.26   1.05   1.12   0.73
 49.86  11.38   1.31   1.46   0.67
 40.51  17.02   1.19   1.06   0.80
 14.87  13.94   1.10   1.35   0.96
 35.47  22.20   1.29   1.47   0.53
 18.45   6.15   1.18   1.25   0.08
 39.46  10.68   1.03   1.09   0.73
 27.45  17.75   1.43   1.39   0.89
 28.79   6.11   1.05   1.10   0.84
 37.22  14.02   1.23   1.05   0.47
 44.07  21.58   1.27   1.26   0.07
 47.67  17.63   1.20   1.14   0.73
 47.39  25.29   1.48   1.24   0.07
 17.23  16.16   1.06   1.11   0.80
 49.50  42.06   1.23   1.25   0.55
 46.61  19.55   1.15   1.45   0.99
 29.94  27.04   1.16   1.26   0.55
 46.09  30.23   1.24   1.49   0.03
 48.70  24.11   1.25   1.07   0.82
 49.57  44.35   1.24   1.42   0.59
 32.84  22.63   1.48   1.35   0.88
 21.68  18.31   1.25   1.04   0.78
 45.96  41.32   1.26   1.37   0.16
 41.78  12.68   1.08   1.48   0.31
 49.11  39.16   1.05   1.27   0.27
 23.68  10.75   1.08   1.37   0.99
 33.74  19.00   1.07   1.46   0.30
 35.34  33.65   1.39   1.35   0.44
 45.81  41.17   1.02   1.25   0.30
 40.74  29.84   1.25   1.39   0.25
 31.25  19.64   1.46   1.02   0.31
 15.61   7.48   1.40   1.05   0.46
 32.92  16.52   1.31   1.48   0.01
 18.14  13.86   1.33   1.28   0.21
 17.68  11.59   1.30   1.27   0.46
 46.56  38.63   1.02   1.26   0.87
 41.94  40.98   1.43   1.18   0.83
 42.73  30.64   1.20   1.02   0.89
 38.28  27.89   1.44   1.37   0.37
 47.98  41.66   1.07   1.44   0.43
 33.05  28.35   1.24   1.31   0.72
 48.01  15.20   1.35   1.20   0.25
 43.25  37.14   1.05   1.17   0.52
 46.63  17.29   1.07   1.20   0.22
 44.43  21.82   1.28   1.33   0.20
 18.36   7.72   1.26   1.24   0.59
 40.99   9.61   1.49   1.31   0.03
 30.32  25.71   1.18   1.21   0.72
 47.82   7.80   1.06   1.27   0.85
 45.73  19.42   1.14   1.02   0.66
 30.35   5.81   1.20   1.09   0.12
 14.28  11.88   1.30   1.46   0.26
 26.48  20.65   1.06   1.34   0.61
 16.02   6.85   1.09   1.22   0.06
 47.05  38.23   1.46   1.11   0.44
 33.69  18.86   1.21   1.40   0.18
 47.56  41.59   1.04   1.29   0.35
 41.98  28.82   1.19   1.01   0.32
 29.34  28.29   1.38   1.17   0.01
 18.07  17.39   1.22   1.26   0.06
 46.00  38.74   1.15   1.13   0.17
 11.95   5.50   1.02   1.42   0.57
 42.42  25.20   1.19   1.35   0.63
 36.28  31.92   1.33   1.20   0.88
 36.58  33.34   1.21   1.46   0.50
 39.08  39.02   1.12   1.38   0.96
 28.77  11.29   1.16   1.07   0.03
 47.86  34.62   1.49   1.13   0.32
 38.24  26.83   1.09   1.43   0.01
 30.32  30.28   1.17   1.04   0.90
 30.42   9.57   1.15   1.42   0.27
 41.54  23.32   1.32   1.18   0.77
 37.20  31.65   1.41   1.14   0.97
 49.04  20.47   1.26   1.45   0.90
 48.55  33.54   1.14   1.04   0.25
 46.10  34.09   1.13   1.17   0.64
  6.60   5.78   1.35   1.11   0.60
 44.35  35.32   1.13   1.32   0.61
 23.27  18.92   1.03   1.17   0.18
 12.05   8.23   1.32   1.35   0.95
 48.39  41.40   1.10   1.01   0.47
 24.73  11.37   1.29   1.29   0.88
 37.76   7.81   1.26   1.38   0.79
 49.03   7.34   1.03   1.36   0.63
 36.54  17.33   1.35   1.01   0.65
 48.12  43.28   1.11   1.06   0.66
 33.28  14.69   1.10   1.13   0.79
 20.12  16.73   1.11   1.48   0.03
 11.53   8.11   1.14   1.07   0.36
 24.48  21.46   1.40   1.19   0.60
 40.70  34.54   1.44   1.16   0.91
 21.54  20.67   1.06   1.40   0.45
 20.68  13.47   1.49   1.06   0.12
 39.26   6.21   1.37   1.44   0.76
 16.93  16.44   1.15   1.41   0.26
 33.32  24.63   1.08   1.40   0.05
 41.04  38.45   1.17   1.16   1.00
 44.19  27.25   1.40   1.13   0.90
 28.49  19.89   1.10   1.10   0.07
 46.38  36.35   1.23   1.22   0.10
 43.93  34.19   1.05   1.48   0.36
 35.47  13.80   1.11   1.20   0.84
 37.84  12.03   1.04   1.20   0.76
 14.12  11.08   1.01   1.19   0.26
 37.23  35.06   1.17   1.37   0.04
 20.55  10.75   1.09   1.45   0.65
 39.35  23.50   1.14   1.44   0.14
 39.38  35.46   1.36   1.25   0.23
 35.46  16.05   1.45   1.27   0.60
 37.55  20.62   1.31   1.42   0.74
 33.97   8.23   1.44   1.17   0.44
 48.55  10.70   1.45   1.47   0.60
 35.00  26.71   1.44   1.49   0.10
 42.83   9.22   1.22   1.40   0.97
 31.56  24.92   1.27   1.07   0.24
 43.33  36.28   1.23   1.20   0.91
 48.13  44.45   1.35   1.32   0.55
 30.19   8.22   1.22   1.27   0.57
 33.56  31.08   1.27   1.22   0.39
 47.81  47.76   1.06   1.31   0.00
 49.87  28.89   1.13   1.14   0.18
 36.81  21.94   1.01   1.35   0.69
 34.68  17.83   1.42   1.03   0.84
 36.98  35.37   1.17   1.32   0.44
 40.71  18.34   1.45   1.31   0.87
 36.53  25.02   1.23   1.15   0.65
 26.22   5.15   1.25   1.21   0.92
 43.65  37.31   1.07   1.44   0.83
 19.43   9.08   1.36   1.41   0.07
 26.94  14.72   1.46   1.27   0.41
 48.00  17.36   1.34   1.03   0.51
 34.39  30.69   1.03   1.39   0.62
 27.54  16.61   1.42   1.14   0.62
 18.71  10.46   1.09   1.41   0.34
 25.71  24.22   1.09   1.13   0.58
 44.31   8.33   1.15   1.48   0.03
 46.49  14.46   1.33   1.41   0.10
 19.54   7.30   1.15   1.16   0.38
 48.89   9.34   1.39   1.49   0.59
 44.63  35.07   1.05   1.44   0.50
 33.88  16.75   1.29   1.21   0.49
 20.67  19.97   1.26   1.24   0.46
 48.70  36.31   1.30   1.05   0.87
 36.25  31.92   1.17   1.13   0.64
 41.38  17.79   1.35   1.47   0.67
