 27.13   7.79   1.01   1.19   0.70
 26.82  18.44   1.34   1.05   0.95
 35.75  26.36   1.13   1.48   0.98
 22.48  14.15   1.32   1.48   0.61
 34.13  19.96   1.37   1.44   0.05
 29.72  27.95   1.18   1.27   0.14
 36.95  22.73   1.23   1.16   0.12
 45.73  26.48   1.26   1.26   0.11
 43.44  40.18   1.08   1.01   0.13
 41.98  35.84   1.22   1.20   0.83
 49.42   9.38   1.24   1.46   0.39
 31.93  31.85   1.31   1.05   0.72
 19.62   7.60   1.02   1.05   0.53
 29.42  16.37   1.24   1.18   0.79
 31.02  30.50   1.19   1.28   0.65
 42.55  15.04   1.06   1.25   0.92
 36.86  27.04   1.33   1.13   0.08
 35.89  11.56   1.42   1.46   0.33
 36.43  23.83   1.11   1.43   0.89
 38.09  17.43   1.26   1.07   0.41
 48.69  43.69   1.49   1.37   0.58
 35.83   7.21   1.11   1.06   0.95
 43.51  38.35   1.24   1.06   0.15
 44.96  42.09   1.29   1.20   0.90
 34.14  26.01   1.27   1.23   0.30
 43.24  22.86   1.30   1.18   0.90
 43.19  12.56   1.35   1.02   0.91
 49.01  31.67   1.24   1.08   0.84
 24.72   5.92   1.41   1.47   0.11
 27.68  27.44   1.03   1.09   0.75
  7.31   7.15   1.48   1.11   0.86
 44.20  25.33   1.35   1.27   0.95
 30.87  16.72   1.20   1.03   0.71
 27.87  26.30   1.42   1.28   0.02
 37.54  31.45   1.27   1.47   0.11
 48.91  16.34   1.34   1.38   0.81
 22.07  14.34   1.37   1.29   0.51
 26.69   6.14   1.36   1.49   0.42
 38.92  19.22   1.50   1.14   0.88
 46.59  11.77   1.47   1.05   0.81
 46.72  30.16   1.43   1.42   0.10
 21.52  16.81   1.41   1.03   0.91
 48.77  13.51   1.17   1.07   0.37
 47.81   5.78   1.02   1.17   0.75
 29.90  17.71   1.20   1.36   0.63
 16.66  10.00   1.24   1.44   0.19
 14.13   6.86   1.01   1.07   0.51
 48.45  43.33   1.31   1.30   0.29
 46.40  31.55   1.02   1.17   0.60
 45.68  40.40   1.16   1.44   0.04
 12.45   5.08   1.25   1.44   0.11
 46.05  11.39   1.40   1.20   0.34
 45.09  31.66   1.02   1.20   0.07
 45.84  39.86   1.48   1.41   0.21
 45.79   6.64   1.25   1.09   0.64
 42.19   9.68   1.46   1.26   0.82
 44.54  13.58   1.29   1.04   0.54
 26.60   7.06   1.42   1.04   0.15
 37.74   8.32   1.05   1.36   0.91
 48.95  11.19   1.23   1.41   0.00
 47.90  45.70   1.24   1.17   0.74
 49.86  34.59   1.46   1.46   0.31
 47.31  43.09   1.06   1.34   0.59
 26.71  21.09   1.48   1.47   0.06
 44.63  39.22   1.31   1.12   0.87
 39.52   7.87   1.35   1.45   0.19
 35.34  14.80   1.49   1.41   0.82
 41.33  12.10   1.16   1.27   0.20
 48.37  29.44   1.25   1.37   0.14
 44.86  25.75   1.40   1.02   0.40
 26.21   5.38   1.12   1.41   0.98
 32.64  17.27   1.31   1.23   0.66
 39.54  13.85   1.47   1.14   0.81
 48.52  23.75   1.35   1.25   0.75
 31.43  14.92   1.43   1.10   0.50
 49.38  17.72   1.03   1.32   0.59
 22.63   5.43   1.28   1.35   0.38
 49.23  11.31   1.12   1.12   0.94
 42.69  37.84   1.32   1.11   0.43
 43.35  13.15   1.13   1.34   0.95
 20.61  16.25   1.32   1.18   0.49
 42.04  33.00   1.28   1.22   0.60
 21.65  11.88   1.02   1.48   0.41
 16.96  13.90   1.44   1.27   0.40
 39.03  34.29   1.18   1.31   0.80
 40.59  25.62   1.35   1.12   0.69
 23.89  12.63   1.31   1.11   0.57
 41.80  15.67   1.50   1.14   0.79
 34.69  33.97   1.29   1.21   0.42
 44.48   8.42   1.18   1.26   0.71
 34.58  30.38   1.24   1.32   0.26
  6.32   5.27   1.42   1.09   0.52
 38.56   8.91   1.35   1.45   0.09
 45.51  17.46   1.07   1.09   0.85
 33.67  13.47   1.02   1.35   0.32
 48.22  32.05   1.12   1.20   0.99
 40.15   7.44   1.20   1.18   0.50
 46.86  23.88   1.40   1.49   0.52
 48.12   8.94   1.03   1.10   0.87
  9.68   9.57   1.41   1.11   0.21
 12.63  11.69   1.47   1.29   0.33
 38.06  19.57   1.44   1.33   0.09
 44.02  20.46   1.22   1.12   0.95
 45.58  43.62   1.26   1.20   0.36
 44.72  13.68   1.49   1.49   0.04
 34.99  15.46   1.30   1.48   0.66
 36.21  13.74   1.26   1.09   0.93
 46.81  12.40   1.34   1.39   0.15
