 34.49  24.12   1.39   1.20   0.90
 30.63  28.74   1.04   1.31   0.57
 17.37  11.38   1.25   1.42   0.37
 43.22  18.67   1.12   1.24   0.77
 33.36   9.56   1.31   1.32   0.55
 39.64  23.21   1.49   1.35   0.41
 20.25   6.52   1.40   1.27   0.69
 11.78   5.32   1.22   1.22   0.44
 48.25  14.16   1.16   1.07   0.76
 42.49  20.76   1.47   1.44   0.32
 31.72  30.55   1.04   1.15   0.66
  7.51   5.16   1.43   1.28   0.67
 36.75  26.67   1.33   1.07   0.18
 44.48   9.20   1.33   1.22   0.85
 46.15  43.42   1.23   1.41   0.84
 22.99  12.16   1.29   1.50   0.22
 13.89  12.43   1.26   1.25   0.78
 32.98  30.91   1.45   1.44   0.23
 25.32   6.90   1.01   1.22   0.28
 46.55  11.20   1.45   1.25   0.33
 28.71  10.14   1.23   1.04   0.43
 48.92  26.03   1.11   1.10   0.13
 42.89   8.94   1.38   1.20   0.80
 47.05  13.60   1.03   1.03   0.23
 49.44   8.11   1.34   1.07   0.84
 31.38  19.43   1.09   1.48   0.46
 45.39   8.69   1.43   1.28   0.89
 30.86   5.68   1.23   1.41   0.59
 46.81  43.51   1.34   1.29   0.31
 19.12  16.60   1.14   1.14   0.71
 39.39   5.57   1.20   1.06   0.48
 41.38  27.58   1.15   1.09   0.55
 47.59  24.50   1.43   1.29   0.61
 21.91  15.83   1.39   1.41   0.11
 45.68  33.06   1.03   1.03   0.98
 43.91  37.93   1.35   1.30   0.87
 26.54  24.70   1.22   1.12   0.94
 34.36  12.66   1.11   1.02   0.50
 47.80  30.23   1.48   1.34   0.68
 39.94  34.89   1.37   1.16   0.58
 38.82  22.65   1.50   1.42   0.56
 44.90  23.55   1.17   1.49   0.35
 43.45  39.30   1.09   1.13   0.54
 30.34  15.66   1.29   1.18   0.59
 42.33  34.38   1.35   1.25   0.91
 19.73  16.99   1.42   1.13   0.68
 23.09  18.75   1.35   1.19   0.26
 15.34  10.37   1.05   1.07   0.22
 47.33  39.06   1.24   1.47   0.92
 21.13  12.95   1.37   1.27   0.21
 28.33  15.40   1.31   1.28   0.72
 33.79  32.81   1.12   1.23   0.53
 35.69   8.26   1.15   1.16   0.49
 34.06  16.72   1.04   1.47   0.79
 39.17   6.71   1.26   1.29   0.30
 43.63   9.41   1.41   1.49   0.54
  9.12   7.72   1.05   1.22   0.95
 27.97  10.63   1.24   1.06   0.48
 25.53  13.24   1.39   1.18   0.38
 26.62  19.78   1.01   1.46   0.44
 23.73  12.30   1.48   1.37   0.12
 30.00  17.79   1.13   1.49   0.88
 35.96   7.62   1.16   1.25   0.11
 29.53  28.93   1.19   1.41   0.03
 34.80  13.45   1.48   1.32   0.78
 38.23   9.86   1.27   1.38   0.67
 27.93  23.30   1.29   1.16   0.36
 24.24  22.05   1.16   1.10   0.92
 48.50  48.08   1.06   1.09   0.46
 42.01  27.92   1.15   1.16   0.94
 48.82  41.44   1.32   1.34   0.57
 44.14  14.50   1.49   1.40   0.58
 41.72  14.75   1.19   1.20   0.00
 18.78  10.51   1.47   1.15   0.62
  8.37   7.35   1.32   1.18   0.79
 29.30  17.59   1.45   1.44   0.08
 40.98  30.66   1.12   1.33   0.05
 49.80  28.22   1.07   1.29   0.09
 41.01  10.95   1.14   1.02   0.30
 48.05  27.38   1.10   1.23   0.83
 32.55   7.07   1.21   1.35   0.47
 49.31  11.55   1.21   1.49   0.77
 39.80  18.98   1.47   1.39   0.98
 16.49  14.38   1.42   1.26   0.69
 49.55  43.96   1.02   1.02   0.14
 41.53  22.85   1.36   1.06   0.40
 24.67  13.83   1.32   1.35   0.81
 32.00  29.68   1.41   1.30   0.27
 35.52  20.03   1.03   1.35   0.52
 33.33   6.08   1.20   1.45   0.82
 32.04   8.44   1.08   1.46   0.07
 44.76  18.30   1.35   1.11   0.64
 36.99  36.55   1.44   1.35   0.96
 40.68  21.59   1.28   1.44   0.34
 47.26   6.16   1.43   1.29   0.19
 45.93  28.03   1.16   1.05   0.20
 45.15  21.04   1.18   1.33   0.42
 46.30  16.15   1.11   1.11   0.80
  5.00   5.00   1.01   1.01   1.00
 50.00  50.00   1.01   1.01   1.00
  5.00   5.00   1.50   1.01   1.00
 50.00  50.00   1.50   1.01   1.00
