 34.73   8.70   1.49   1.47   0.77
 42.39  21.45   1.25   1.45   0.28
 46.70  30.89   1.25   1.03   0.51
 28.50  19.43   1.50   1.04   0.19
 42.48  13.97   1.21   1.37   0.11
 27.45  12.67   1.41   1.32   0.36
 32.68  24.80   1.14   1.40   0.86
 26.56   9.01   1.07   1.17   0.01
 44.74  21.53   1.25   1.37   0.59
 40.30  33.49   1.14   1.45   0.96
 32.01  29.62   1.40   1.06   0.32
 44.85  30.25   1.17   1.09   0.47
 47.81  36.31   1.13   1.37   0.92
 23.78  19.67   1.04   1.49   0.04
 17.68  12.53   1.40   1.30   0.31
 24.30  19.30   1.34   1.22   0.81
 45.09   5.93   1.22   1.11   0.39
 49.67  33.05   1.17   1.36   0.97
 30.41   7.86   1.16   1.13   0.28
 45.71  29.95   1.17   1.50   0.75
 18.01  13.63   1.06   1.07   0.40
 19.24  15.58   1.10   1.18   0.07
 45.05  10.16   1.26   1.22   0.13
 30.91  14.24   1.13   1.21   0.53
 24.93  18.05   1.39   1.40   0.27
 28.70   9.61   1.48   1.08   0.23
 43.85   6.71   1.44   1.27   0.18
 30.31   5.24   1.24   1.21   0.65
 34.80  25.97   1.43   1.28   0.70
 31.58  16.40   1.22   1.26   0.24
 25.70  20.56   1.30   1.49   0.42
 33.35  29.47   1.40   1.03   0.25
 30.79  25.38   1.06   1.07   0.80
 38.43  12.32   1.47   1.05   0.41
 39.91  34.38   1.29   1.32   0.87
 34.77  10.58   1.20   1.46   0.94
 35.81  33.70   1.30   1.10   0.43
 29.73  19.54   1.13   1.45   0.42
 43.05   8.13   1.33   1.20   0.21
 30.71  22.68   1.37   1.46   0.43
 34.18  14.63   1.16   1.05   0.68
 11.66   6.14   1.50   1.18   0.26
 39.99  32.17   1.18   1.06   0.56
 44.53  26.89   1.16   1.08   0.49
 38.25   6.28   1.21   1.15   0.35
 49.40  30.01   1.50   1.22   1.00
 32.65  19.25   1.04   1.22   0.26
 43.32  31.09   1.24   1.26   0.91
 31.08  16.08   1.13   1.01   0.33
 29.87  23.28   1.02   1.28   0.78
 30.88  21.80   1.42   1.42   0.80
 21.14  19.70   1.48   1.11   0.95
 23.94   5.61   1.47   1.30   0.33
 14.84   5.80   1.19   1.37   0.82
 41.04  35.71   1.43   1.31   0.31
 36.96   9.19   1.27   1.37   0.59
 31.42  13.49   1.44   1.46   0.97
 40.72  35.77   1.22   1.37   0.75
 36.86  35.05   1.28   1.48   0.82
 49.55  25.09   1.46   1.40   0.79
 16.91   9.14   1.07   1.44   0.28
 24.48  20.42   1.45   1.33   0.89
 34.44  16.37   1.49   1.19   0.94
 11.90   6.78   1.20   1.12   0.70
 10.02   5.64   1.47   1.26   0.04
 42.66  40.36   1.39   1.11   0.60
 39.01  20.76   1.38   1.03   0.93
 42.81  17.17   1.40   1.40   0.49
 45.03  14.17   1.47   1.09   0.11
 31.62  30.45   1.35   1.28   0.67
 44.43  14.51   1.26   1.48   0.37
 31.01  27.52   1.45   1.20   0.34
 36.93   9.87   1.05   1.11   0.69
 29.11  26.84   1.43   1.05   0.68
 48.26  34.80   1.46   1.30   0.62
 26.23  10.44   1.32   1.50   0.40
 48.14  39.02   1.20   1.41   0.62
 25.02  14.97   1.30   1.48   0.48
 46.93  45.22   1.33   1.12   0.13
 29.03  22.40   1.39   1.29   0.98
 37.11   7.46   1.29   1.25   0.37
 25.74  12.74   1.43   1.25   0.29
 47.33  42.35   1.08   1.07   0.77
 34.42  23.85   1.35   1.19   0.42
 17.87   5.96   1.35   1.03   0.30
 32.44  28.78   1.01   1.26   0.30
 47.63  19.55   1.18   1.19   0.67
 47.56  40.46   1.02   1.31   0.71
 24.77  20.79   1.07   1.22   0.47
 31.36  18.74   1.24   1.33   0.69
 23.76   7.42   1.07   1.34   0.29
 28.88  22.59   1.15   1.41   0.32
 48.51  32.21   1.04   1.15   0.51
 41.66   5.70   1.23   1.49   0.84
 35.95  30.96   1.41   1.25   0.88
 27.10   9.67   1.26   1.22   0.52
 43.56  43.55   1.40   1.25   0.87
 43.71  37.06   1.47   1.23   0.00
 41.54  20.27   1.06   1.24   0.49
 49.00  37.50   1.15   1.40   0.30
 49.64   5.55   1.04   1.32   0.30
 34.61  14.58   1.32   1.13   0.82
 35.99  23.10   1.29   1.42   0.19
 49.14  16.82   1.41   1.49   0.81
 35.69   7.09   1.02   1.12   0.74
 36.78  18.19   1.03   1.16   0.19
 11.81   6.17   1.21   1.42   0.35
 24.74  17.14   1.39   1.18   0.38
 37.74   9.34   1.20   1.22   0.98
 20.28  11.36   1.43   1.03   0.84
 45.80  42.25   1.35   1.43   0.96
 37.39  35.77   1.32   1.47   0.21
 47.70  29.11   1.30   1.13   0.91
 43.81  43.53   1.39   1.37   0.83
