 48.37  19.51   1.37   1.12   0.35
 24.46  21.76   1.47   1.36   0.90
 39.71  30.95   1.13   1.39   0.45
 26.75  14.99   1.03   1.27   0.76
 31.52  30.69   1.43   1.50   0.35
 25.65  20.34   1.24   1.10   0.91
 47.84  18.76   1.24   1.08   0.42
 12.36  11.29   1.30   1.14   0.83
 39.41  22.70   1.16   1.46   0.45
 40.64  10.05   1.37   1.48   0.95
 35.41  31.65   1.12   1.11   0.33
 27.22  19.15   1.27   1.24   0.70
 21.61  10.14   1.05   1.17   0.54
 37.09  16.46   1.16   1.10   0.53
 30.12  25.24   1.18   1.19   0.23
 14.84   9.69   1.19   1.39   0.18
 36.84  32.32   1.27   1.06   0.07
 48.12  23.22   1.02   1.03   0.22
 26.91  21.14   1.37   1.14   0.18
 40.25  28.97   1.20   1.30   0.04
 38.52  27.00   1.10   1.45   0.30
 47.17  34.99   1.10   1.46   0.43
 48.43  29.18   1.16   1.37   0.26
 27.15  26.77   1.33   1.19   0.64
 39.62  18.64   1.04   1.13   0.85
 46.64  45.89   1.15   1.42   0.11
 43.42   7.10   1.39   1.10   0.31
 44.22  20.66   1.06   1.18   0.18
 49.50   7.97   1.21   1.02   0.16
 31.63  13.20   1.34   1.12   0.77
 43.83  43.34   1.35   1.05   0.77
 31.95  22.60   1.20   1.42   0.96
 47.39  22.03   1.35   1.05   0.99
 30.26  14.15   1.25   1.13   0.33
 22.47  16.09   1.15   1.04   0.76
 20.99   6.04   1.24   1.05   0.69
 29.08  10.99   1.33   1.14   0.32
 21.28  18.43   1.22   1.42   0.45
 43.35  26.07   1.09   1.49   0.64
 49.70   9.75   1.41   1.44   0.50
 49.11  35.95   1.02   1.07   0.73
 42.67   9.87   1.32   1.10   0.06
 43.94  11.99   1.45   1.07   0.29
 48.78  40.87   1.37   1.07   0.59
 41.71   8.71   1.45   1.06   0.94
 35.35  16.96   1.29   1.15   0.64
 13.65   8.10   1.17   1.04   0.76
 46.21  15.68   1.23   1.11   0.08
 15.63  14.10   1.17   1.49   0.39
 34.91  18.17   1.39   1.47   0.72
 29.72   9.41   1.28   1.25   0.11
 45.80  24.60   1.01   1.41   0.28
 38.08  34.92   1.03   1.12   0.10
 36.54  20.12   1.42   1.47   0.51
 40.39  36.86   1.41   1.01   0.14
 37.72  26.34   1.27   1.15   0.46
 37.36   5.08   1.11   1.07   0.07
 45.49  41.19   1.05   1.40   0.31
 19.68  11.65   1.48   1.37   0.02
 44.05  21.47   1.23   1.25   0.16
 31.36  13.82   1.39   1.18   0.69
 38.24  18.54   1.17   1.11   0.49
 41.47   6.85   1.41   1.20   0.53
 32.15  27.67   1.20   1.03   0.83
 28.65   5.28   1.32   1.50   0.23
 40.17  19.69   1.28   1.08   0.54
 21.66  15.77   1.13   1.07   0.50
 33.85   9.58   1.19   1.28   0.15
 18.50  13.53   1.12   1.25   0.94
 45.91  24.09   1.15   1.46   0.36
 28.97  14.85   1.40   1.24   0.01
 13.06   6.31   1.40   1.44   0.12
 11.18  10.80   1.06   1.44   0.31
