  0.54   0.12   1.41   1.03   0.73
  0.89   0.53   1.32   1.19   0.31
  0.70   0.54   1.33   1.50   0.60
  0.97   0.93   1.48   1.46   0.11
  0.96   0.79   1.16   1.48   0.39
  0.46   0.34   1.27   1.17   0.04
  0.17   0.11   1.23   1.09   0.98
  0.73   0.33   1.46   1.27   0.95
  0.58   0.26   1.31   1.22   0.65
  0.67   0.58   1.29   1.32   0.53
  0.84   0.20   1.40   1.23   0.13
  0.90   0.82   1.16   1.29   0.99
  0.81   0.48   1.19   1.12   0.01
  0.94   0.16   1.36   1.19   0.75
  0.51   0.29   1.30   1.24   0.35
  0.77   0.22   1.11   1.26   0.86
  0.61   0.18   1.12   1.40   0.92
  0.63   0.15   1.08   1.31   0.84
  0.72   0.67   1.36   1.08   0.71
  0.86   0.63   1.22   1.36   0.77
  0.68   0.45   1.44   1.11   0.15
  0.65   0.27   1.12   1.15   0.21
  0.80   0.44   1.10   1.32   0.33
  0.57   0.23   1.18   1.45   0.18
  0.91   0.30   1.04   1.46   0.10
  1.00   0.39   1.35   1.17   0.22
  0.39   0.36   1.03   1.06   0.64
