  0.72   0.51   1.18   1.03   0.98
  0.71   0.29   1.12   1.20   0.92
  0.55   0.20   1.26   1.21   0.89
  0.59   0.47   1.04   1.36   0.39
  0.55   0.27   1.21   1.08   0.07
  0.91   0.60   1.07   1.17   0.12
  0.85   0.61   1.25   1.49   0.01
  0.96   0.37   1.37   1.40   0.32
  0.79   0.69   1.17   1.05   0.25
  0.97   0.30   1.35   1.18   0.71
  0.41   0.33   1.15   1.37   0.47
  0.45   0.17   1.14   1.34   0.72
  0.75   0.41   1.31   1.19   0.66
  0.66   0.45   1.24   1.02   0.68
  0.68   0.22   1.01   1.15   0.15
  0.89   0.34   1.49   1.42   0.52
  0.33   0.23   1.27   1.05   0.28
  0.74   0.70   1.37   1.28   0.82
  0.61   0.11   1.10   1.14   0.18
  0.52   0.19   1.34   1.41   0.20
  0.93   0.64   1.40   1.37   0.63
  0.99   0.44   1.47   1.09   0.51
  0.64   0.12   1.08   1.33   0.03
  0.47   0.39   1.23   1.31   0.78
  0.87   0.85   1.45   1.22   0.95
  0.90   0.78   1.04   1.10   0.82
