  0.47   0.40   1.14   1.22   0.60
  0.57   0.19   1.22   1.03   0.77
  0.38   0.24   1.17   1.12   0.71
  0.75   0.50   1.29   1.25   0.96
  0.97   0.96   1.44   1.26   0.08
  0.64   0.44   1.03   1.17   0.55
  0.50   0.13   1.09   1.29   0.03
  0.66   0.26   1.33   1.36   0.68
  0.94   0.72   1.45   1.39   0.40
  0.70   0.48   1.42   1.44   0.58
  0.92   0.37   1.11   1.18   0.32
  0.40   0.30   1.35   1.49   0.36
  0.90   0.59   1.30   1.09   0.16
  0.35   0.18   1.31   1.48   0.07
  0.82   0.68   1.38   1.27   0.95
  0.84   0.29   1.43   1.15   0.43
  0.96   0.35   1.16   1.08   0.74
  0.89   0.56   1.10   1.30   0.36
  0.54   0.38   1.39   1.16   0.90
  0.66   0.62   1.36   1.40   0.70
  0.86   0.57   1.07   1.38   0.24
  0.62   0.14   1.25   1.32   0.88
  0.43   0.11   1.49   1.46   0.23
  0.82   0.41   1.07   1.48   0.79
  0.99   0.48   1.48   1.33   0.93
