  0.71   0.55   1.09   1.08   0.13
  0.54   0.37   1.47   1.29   0.96
  0.79   0.27   1.42   1.46   0.53
  0.88   0.40   1.49   1.49   0.77
  0.68   0.12   1.05   1.22   0.37
  0.56   0.48   1.18   1.10   0.39
  0.95   0.71   1.20   1.05   0.49
  0.40   0.32   1.38   1.36   0.23
  0.97   0.88   1.17   1.14   0.99
  0.26   0.11   1.12   1.48   0.42
  0.82   0.72   1.37   1.20   0.54
  0.41   0.24   1.46   1.13   0.19
  0.44   0.19   1.07   1.16   0.69
  0.81   0.43   1.15   1.16   0.32
  0.28   0.17   1.15   1.32   0.21
  0.60   0.29   1.20   1.46   0.83
  0.53   0.31   1.41   1.03   0.57
  0.34   0.19   1.04   1.34   0.81
  0.73   0.61   1.28   1.11   0.73
  0.75   0.64   1.27   1.02   0.27
  0.99   0.91   1.40   1.49   0.32
  0.68   0.14   1.25   1.23   0.40
  0.78   0.41   1.30   1.27   0.92
  0.91   0.67   1.12   1.45   0.85
  0.85   0.25   1.03   1.42   0.08
  0.93   0.58   1.22   1.10   0.70
  0.87   0.81   1.32   1.31   0.45
