  0.77   0.14   1.33   1.05   0.26
  0.40   0.30   1.08   1.13   0.63
  0.53   0.19   1.05   1.49   0.20
  0.68   0.16   1.34   1.26   0.91
  0.97   0.90   1.25   1.33   0.13
  0.59   0.36   1.40   1.09   0.14
  0.27   0.11   1.31   1.27   0.20
  0.96   0.71   1.38   1.46   0.51
  0.80   0.44   1.23   1.14   0.87
  0.92   0.89   1.21   1.40   0.09
  0.98   0.60   1.47   1.46   0.77
  0.56   0.51   1.02   1.25   0.30
  0.51   0.41   1.06   1.44   0.54
  0.71   0.18   1.43   1.42   0.33
  0.85   0.70   1.34   1.19   0.56
  0.37   0.35   1.13   1.08   0.03
  0.89   0.27   1.27   1.33   0.48
  0.45   0.25   1.26   1.02   0.57
  0.91   0.22   1.18   1.04   0.80
  0.62   0.32   1.05   1.48   0.72
  0.86   0.54   1.40   1.21   0.98
  0.75   0.48   1.09   1.11   0.07
  0.93   0.62   1.38   1.18   0.82
