  0.81   0.42   1.44   1.22   0.32
  0.21   0.16   1.48   1.30   0.67
  0.39   0.14   1.19   1.25   0.76
  0.59   0.49   1.11   1.39   0.49
  0.41   0.28   1.09   1.08   0.74
  0.53   0.18   1.25   1.06   0.94
  0.78   0.77   1.05   1.26   0.57
  0.91   0.22   1.23   1.12   0.03
  0.72   0.59   1.50   1.14   0.47
  0.93   0.87   1.42   1.04   0.14
  0.84   0.55   1.45   1.05   0.38
  0.82   0.35   1.37   1.28   0.89
  0.44   0.24   1.15   1.44   0.98
  0.92   0.85   1.35   1.40   0.04
  0.71   0.20   1.07   1.49   0.42
  0.58   0.12   1.37   1.37   0.27
  0.31   0.26   1.17   1.35   0.16
  0.66   0.35   1.20   1.48   0.19
  0.62   0.32   1.33   1.34   0.72
  0.68   0.47   1.41   1.20   0.79
  0.46   0.11   1.21   1.02   0.51
  0.96   0.44   1.48   1.23   0.01
  0.95   0.69   1.39   1.15   0.63
  0.99   0.44   1.47   1.38   0.99
  0.80   0.60   1.02   1.32   0.53
