  0.64   0.50   1.18   1.39   0.13
  0.47   0.13   1.23   1.16   0.93
  0.33   0.23   1.27   1.02   0.21
  0.49   0.20   1.09   1.30   0.54
  0.85   0.54   1.33   1.19   0.03
  0.34   0.14   1.45   1.23   0.58
  0.58   0.33   1.48   1.37   0.48
  0.56   0.34   1.36   1.04   0.23
  0.44   0.31   1.35   1.42   0.18
  0.97   0.71   1.32   1.11   0.97
  1.00   0.52   1.31   1.43   0.61
  0.69   0.59   1.19   1.18   0.29
  0.82   0.18   1.02   1.41   0.05
  0.91   0.90   1.06   1.40   0.86
  0.86   0.58   1.43   1.18   0.45
  0.40   0.28   1.20   1.08   0.83
  0.51   0.16   1.12   1.22   0.70
  0.95   0.40   1.45   1.28   0.07
  0.89   0.62   1.26   1.45   0.39
  0.54   0.44   1.24   1.44   0.77
  0.71   0.44   1.12   1.21   0.87
  0.65   0.38   1.16   1.11   0.62
  0.78   0.56   1.22   1.45   0.75
  0.76   0.12   1.04   1.35   0.09
  0.94   0.28   1.19   1.09   0.47
