 31.27  10.45   1.19   1.38   0.33
 46.93  19.31   1.49   1.05   0.85
 47.53  36.28   1.15   1.04   0.44
 10.02   6.14   1.17   1.19   0.48
 32.41  28.45   1.30   1.14   0.78
 40.13  35.27   1.18   1.10   0.79
 41.65  21.48   1.26   1.26   0.19
 46.52  14.72   1.41   1.30   0.24
 49.67  11.51   1.01   1.06   0.01
 17.42  13.40   1.42   1.25   0.60
 48.92  38.18   1.24   1.03   0.70
 43.24  39.11   1.07   1.16   0.59
 15.10   8.05   1.10   1.22   0.09
 32.55  16.89   1.46   1.28   0.95
 26.99  11.88   1.29   1.41   0.05
 36.08  33.54   1.33   1.19   0.24
 40.98  19.60   1.12   1.36   0.25
 38.82   5.32   1.32   1.37   0.95
 31.65  28.20   1.38   1.30   0.46
 43.81  32.35   1.37   1.08   0.39
 30.33  16.03   1.31   1.31   0.00
 27.23  25.80   1.08   1.05   0.64
 49.22  25.19   1.05   1.24   0.81
 48.23  43.70   1.32   1.10   0.63
 34.46  31.16   1.38   1.36   0.53
 26.34   6.36   1.13   1.44   0.29
 33.25   9.70   1.09   1.01   0.91
 39.59  24.00   1.26   1.28   0.09
 46.06  14.12   1.45   1.47   0.31
 41.18  35.05   1.40   1.11   0.15
 37.48  23.31   1.23   1.21   0.65
 33.92  22.19   1.31   1.06   0.53
 18.37   7.31   1.17   1.07   0.56
 38.06  18.10   1.47   1.29   0.71
 27.99   5.65   1.10   1.47   0.06
 41.91   8.80   1.39   1.35   0.61
 37.26  13.81   1.28   1.33   0.04
 35.77  11.22   1.09   1.12   0.67
 44.34  28.98   1.29   1.16   0.87
 45.21  35.69   1.22   1.34   0.88
 40.06  20.91   1.36   1.21   0.15
 10.47  10.24   1.39   1.40   0.90
 34.78  26.32   1.03   1.41   0.64
 45.63  17.41   1.50   1.09   0.74
 27.66  15.28   1.03   1.42   0.60
 20.53   8.43   1.05   1.14   0.67
 48.09   7.16   1.47   1.46   0.04
 42.46   9.14   1.33   1.03   0.27
 35.50  12.89   1.20   1.28   0.44
  5.00   5.00   1.01   1.01   1.00
 50.00  50.00   1.01   1.01   1.00
  5.00   5.00   1.50   1.01   1.00
 50.00  50.00   1.50   1.01   1.00
